"block";"j_offset";"j_string";"e_string";"pointer"
"0";"00004B58";"…ん？　誰だ？";"";"00005718"
"0";"00004B70";"…ん？　誰かな…？";"";"00005720"
"0";"00004B90";"おはようございます";"";"00005728"
"0";"00004BB0";"おはよう　どうしてここに？";"";"00005730"
"0";"00004BD0";"あれ？　おはよう　どうしてここに？";"";"00005738"
"0";"00004BF8";"…誰？";"";"00005740"
"0";"00004C00";"新聞なら間に合ってるよ";"";"00005748"
"0";"00004C20";"新聞なら間に合ってますから";"";"00005750"
"0";"00004C40";"おはよう　どうしてここに？";"";"00005758"
"0";"00004C60";"あれ？　おはよう　どうしてここに？";"";"00005760"
"0";"00004C88";"…誰だっけ？";"";"00005768"
"0";"00004CA0";"…ごめん　誰だっけ";"";"00005770"
"0";"00004CC0";"え！？　ひどい…
私のこと覚えてないんですか？";"";"00005778"
"0";"00004CF0";"以前、大海町の病院まで送ってもらった
白石 紀子です";"";"00005780"
"0";"00004D30";"新聞なら間に合ってるよ";"";"00005788"
"0";"00004D50";"新聞なら間に合ってますから";"";"00005790"
"0";"00004D70";"ち、違います！
新聞の勧誘じゃありません！";"";"00005798"
"0";"00004DA0";"実は　怪我も随分良くなったんで
今朝、病院を退院させてもらったんです";"";"000057A0"
"0";"00004DF0";"記憶の方はまだなんですけど
早く普通の生活に戻りたかったので…";"";"000057A8"
"0";"00004E30";"普通に生活する分には差し支えないって
先生も言ってくれてるんですよ";"";"000057B0"
"0";"00004E80";"それで今日はあいさつに伺ったんです
あなたには色々親切にしていただいたから…";"";"000057B8"
"0";"00004ED0";"そうか…　退院おめでとう";"";"000057C0"
"0";"00004EF0";"本当にもう退院して大丈夫なのか？";"";"000057C8"
"0";"00004F20";"君のことはすっかり忘れてたよ";"";"000057D0"
"0";"00004F40";"ずっと入院していれば良かったのに";"";"000057D8"
"0";"00004F70";"そう　退院おめでとう";"";"000057E0"
"0";"00004F90";"本当にもう退院して大丈夫なの？";"";"000057E8"
"0";"00004FB0";"あなたのことすっかり忘れてたわ";"";"000057F0"
"0";"00004FD0";"ずっと入院していれば良かったのに";"";"000057F8"
"0";"00005000";"そうか…　退院おめでとう";"";"00005800"
"0";"00005020";"そう　退院おめでとう";"";"00005808"
"0";"00005040";"はい　ありがとうございます";"";"00005810"
"0";"00005060";"本当にもう退院して大丈夫なのか？
あまり無理をしない方がいいぞ";"";"00005818"
"0";"000050A0";"本当に退院して大丈夫なの？
あまり無理をしない方がいいわよ？";"";"00005820"
"0";"000050E0";"心配してくださってありがとうございます
でも本当にもう大丈夫なんですよ";"";"00005828"
"0";"00005130";"そんなこともあったかな？
君のことはすっかり忘れてたよ";"";"00005830"
"0";"00005170";"そんなこともあったっけ
あなたのことすっかり忘れてたから…";"";"00005838"
"0";"000051B0";"そうですか…　じゃあ今日はかえって
ご迷惑になってしまったかもしれませんね…";"";"00005840"
"0";"00005200";"どうせなら　
ずっと入院していれば良かったのに";"";"00005848"
"0";"00005230";"なあんだ
ずっと入院していれば良かったのに";"";"00005850"
"0";"00005260";"えっ！　す、すみません…";"";"00005858"
"0";"00005280";"それで　これからはパチパラ町の
銀玉会館で働くことになったんです";"";"00005860"
"0";"000052C0";"今日からすぐに働かせてもらう予定なんです
よかったら　お店の方にも来てくださいね";"";"00005868"
"0";"00005310";"時々顔を出すようにするよ";"";"00005870"
"0";"00005330";"毎日　君に逢いに行くよ";"";"00005878"
"0";"00005350";"パチパラ町にはあまり行かないんだ";"";"00005880"
"0";"00005380";"君が働いてるなら　行かないだろうね";"";"00005888"
"0";"000053B0";"うん　今度行くから";"";"00005890"
"0";"000053D0";"じゃあ…　毎日会いに行っちゃおうかな？";"";"00005898"
"0";"00005400";"ごめん　パチパラ町にはあまり行かないの";"";"000058A0"
"0";"00005430";"あなたがいるんじゃあ　もう行かないかも…";"";"000058A8"
"0";"00005460";"時々顔を出すようにするよ";"";"000058B0"
"0";"00005480";"うん　今度行くから";"";"000058B8"
"0";"000054A0";"はい！　お待ちしてます！";"";"000058C0"
"0";"000054C0";"毎日　君に逢いに行くよ";"";"000058C8"
"0";"000054E0";"じゃあ…　毎日会いに行っちゃおうかな？";"";"000058D0"
"0";"00005510";"あ、ありがとうございます…";"";"000058D8"
"0";"00005530";"悪いけど
パチパラ町にはあまり行かないんだ";"";"000058E0"
"0";"00005560";"ごめん　パチパラ町にはあまり行かないの";"";"000058E8"
"0";"00005590";"そうなんですか…
でもたまには来てくださいね";"";"000058F0"
"0";"000055C0";"君が働いてるんじゃあ
行くことはないだろうね";"";"000058F8"
"0";"000055F0";"あなたがいるんじゃあ　もう行かないかも…";"";"00005900"
"0";"00005620";"す、すみません…　で、でも、私のことは
気にしないで　お店には来てくださいね…";"";"00005908"
"0";"00005670";"それじゃあ　今日はこれで失礼します";"";"00005910"
"0";"00005698";"…んん？……";"";"00005918"
"0";"000056B0";"なんだ…　公園の方が騒がしいな…";"";"00005920"
"0";"000056D8";"ん…　何…？";"";"00005928"
"0";"000056F0";"何かな…　公園の方が騒がしいけど…";"";"00005930"
