"block";"j_offset";"j_string";"e_string";"pointer"
"0";"007C7650";"はずれ変動（通常時）";"";"007919F8"
"0";"007C7650";"はずれ変動（通常時）";"";"00791A24"
"0";"007C7650";"はずれ変動（通常時）";"";"00791A50"
"0";"007C7650";"はずれ変動（通常時）";"";"00791A7C"
"0";"007C7665";"はずれ変動（確変時）";"";"00791AA8"
"0";"007C7665";"はずれ変動（確変時）";"";"00791AD4"
"0";"007C7665";"はずれ変動（確変時）";"";"00791B00"
"0";"007C7665";"はずれ変動（確変時）";"";"00791B2C"
"0";"007C767A";"はずれ変動（時短時）";"";"00791B58"
"0";"007C767A";"はずれ変動（時短時）";"";"00791B84"
"0";"007C767A";"はずれ変動（時短時）";"";"00791BB0"
"0";"007C767A";"はずれ変動（時短時）";"";"00791BDC"
"0";"007C768F";"ノーマルリーチ（はずれ）最短";"";"00791C08"
"0";"007C76AC";"ノーマルリーチ（はずれ）最長";"";"00791C34"
"0";"007C76C9";"ノーマルリーチ（大当り）最短";"";"00791C60"
"0";"007C76C9";"ノーマルリーチ（大当り）最短";"";"00791C8C"
"0";"007C76E6";"ノーマルリーチ＋滑り（１図柄）";"";"00791CB8"
"0";"007C7705";"ノーマルリーチ＋滑り（２図柄）";"";"00791CE4"
"0";"007C7724";"ノーマルリーチ＋滑り（３図柄）";"";"00791D10"
"0";"007C7743";"ノーマルリーチ＋滑り（４図柄）";"";"00791D3C"
"0";"007C7762";"ノーマルリーチ＋滑り（５図柄）";"";"00791D68"
"0";"007C7781";"ノーマルリーチ＋滑り（６図柄）";"";"00791D94"
"0";"007C77A0";"ノーマルリーチ＋滑り（７図柄）";"";"00791DC0"
"0";"007C77BF";"ノーマルリーチ＋滑り（８図柄）";"";"00791DEC"
"0";"007C77DE";"ノーマルリーチ＋滑り（９図柄）";"";"00791E18"
"0";"007C77FD";"ノーマルリーチ＋滑り（１０図柄）";"";"00791E44"
"0";"007C781E";"ノーマルリーチ＋滑り（１１図柄）";"";"00791E70"
"0";"007C783F";"ノーマルリーチ＋滑り（１２図柄）";"";"00791E9C"
"0";"007C7860";"ノーマルリーチ＋滑り（１３図柄）";"";"00791EC8"
"0";"007C7881";"ノーマルリーチ＋滑り（１４図柄）";"";"00791EF4"
"0";"007C78A2";"ノーマルリーチ＋滑り（１５図柄）";"";"00791F20"
"0";"007C78C3";"ノーマルリーチ＋滑り（１６図柄）";"";"00791F4C"
"0";"007C78E4";"ノーマルリーチ＋滑り（１７図柄）";"";"00791F78"
"0";"007C7905";"ノーマルリーチ＋滑り（１８図柄）";"";"00791FA4"
"0";"007C7926";"ノーマルリーチ＋滑り（１９図柄）";"";"00791FD0"
"0";"007C7947";"ノーマルリーチ＋昇格スクロール";"";"00791FFC"
"0";"007C7966";"ノーマルリーチ＋滑り（１図柄）＋昇格スクロール";"";"00792028"
"0";"007C7995";"ノーマルリーチ＋滑り（２図柄）＋昇格スクロール";"";"00792054"
"0";"007C79C4";"ノーマルリーチ＋滑り（３図柄）＋昇格スクロール";"";"00792080"
"0";"007C79F3";"ノーマルリーチ＋滑り（４図柄）＋昇格スクロール";"";"007920AC"
"0";"007C7A22";"ノーマルリーチ＋滑り（５図柄）＋昇格スクロール";"";"007920D8"
"0";"007C7A51";"ノーマルリーチ＋滑り（６図柄）＋昇格スクロール";"";"00792104"
"0";"007C7A80";"ノーマルリーチ＋滑り（７図柄）＋昇格スクロール";"";"00792130"
"0";"007C7AAF";"ノーマルリーチ＋滑り（８図柄）＋昇格スクロール";"";"0079215C"
"0";"007C7ADE";"ノーマルリーチ＋滑り（９図柄）＋昇格スクロール";"";"00792188"
"0";"007C7B0D";"ノーマルリーチ＋滑り（１０図柄）＋昇格スクロール";"";"007921B4"
"0";"007C7B3E";"ノーマルリーチ＋滑り（１１図柄）＋昇格スクロール";"";"007921E0"
