"block";"j_offset";"j_string";"e_string";"pointer"
1;"4F0B0";"？　ハンドルが湿っているような気がする";;"000627B0"
1;"4F0E0";"手がペンキだらけになってしまった…";;"000627B8"
1;"4F110";"大海病院は向こうのようですね";;"000627C0"
1;"4F130";"車が走っているから気をつけな";;"000627C8"
1;"4F150";"はい";;"000627D0"
1;"4F160";"ここが大海病院みたいですね";;"000627D8"
1;"4F180";"…中に入りましょうか";;"000627E0"
1;"4F1A0";"車が走っているから、気をつけて渡りましょう";;"000627E8"
1;"4F1D0";"…彼女をここまで連れてこないと";;"000627F0"
1;"4F1F0";"…彼女を病院まで送っていかないと";;"000627F8"
1;"4F220";"…彼女をここまで連れてこないとな";;"00062800"
1;"4F250";"…彼女を病院まで送っていかないとな";;"00062808"
1;"4F278";"暇そうな警備員";;"00062810"
1;"4F290";"申し訳ありません
";;"00062818"
1;"4F2A8";"暇そうな警備員";;"00062820"
1;"4F2C0";"ただ今、橋上の歩道工事中でして
通行禁止となっております";;"00062828"
1;"4F2F8";"暇そうな警備員";;"00062830"
1;"4F310";"ご協力ありがとうございました
工事は終わりましたのでお通りください";;"00062838"
1;"4F358";"暇そうな警備員";;"00062840"
1;"4F370";"もうそろそろ会社に帰ろうかな
";;"00062848"
1;"4F390";"…この先は、住宅地のようだ";;"00062850"
1;"4F3B0";"…この先は、住宅地のようね";;"00062858"
1;"4F3D0";"隣の部屋のドアが開いていたな…";;"00062860"
1;"4F3F0";"隣の部屋のドアが開いていたわね…";;"00062868"
1;"4F420";"彼女を置いて帰るわけにはいかないな";;"00062870"
1;"4F450";"彼を置いて帰るわけにはいかないわね";;"00062878"
1;"4F478";"貯玉がない…";;"00062880"
1;"4F490";"そういえば、今夜は$e0さんと盆踊りの
約束をしていたなあ";;"00062888"
1;"4F4C8";"白石";;"00062890"
1;"4F4D0";"美沢";;"00062898"
1;"4F4D8";"桂木";;"000628A0"
1;"4F4E0";"片山";;"000628A8"
1;"4F4E8";"黒崎";;"000628B0"
1;"4F4F0";"朝倉";;"000628B8"
1;"4F500";"部屋に備え付けのキッチン
水は出ていない";;"000628C0"
1;"4F530";"カラーテレビがある　電源はついていない";;"000628C8"
1;"4F560";"化粧棚がおいてある
中を荒らされた形跡がある";;"000628D0"
1;"4F590";"（こ、これは…）";;"000628D8"
1;"4F5B0";"やってません
営業時間：昼～夜　　　　　　　　　　えの鮨";;"000628E0"
1;"4F5F0";"本日は新装開店のため昼からの営業となります
　　　　　　　　　パーラー・ベリーラッキー";;"000628E8"
1;"4F650";"ただいま清掃中
営業時間：朝・夕・夜　　　　　　　　海の湯";;"000628F0"
1;"4F690";"準備中
営業時間：朝・昼・夜　　　　キッチン　たま";;"000628F8"
1;"4F6D0";"閉店中
営業時間：朝～夕　　　　　　パーマモンロー";;"00062900"
1;"4F710";"閉院
診察時間：朝～夕　　　　　　　　　大海病院";;"00062908"
1;"4F740";"ここは女子トイレだ";;"00062910"
1;"4F760";"こっちは男子トイレね";;"00062918"
1;"4F780";"公園に人が集まっていたな";;"00062920"
1;"4F7A0";"何かあったのだろうか…";;"00062928"
1;"4F7C0";"公園に人が集まっていたわね";;"00062930"
1;"4F7E0";"何かあったのかしら…";;"00062938"
1;"4F800";"ドアにはカギがかかっている
";;"00062940"
1;"4F820";"表札には「２０１」と書いてある";;"00062948"
1;"4F840";"表札には「２０３」と書いてある";;"00062950"
1;"4F860";"ドアには、警察のテープがかけられている";;"00062958"
1;"4F890";"中には入れないようだ";;"00062960"
1;"4F8A8";"ご立腹の女性";;"00062968"
1;"4F8C0";"もう、覗きなんて最低よ
腹が立ってしようがないわ";;"00062970"
1;"4F8F0";"ご立腹の女性";;"00062978"
1;"4F900";"あらごめんなさい　名前も言ってなかったわね
私は洞口明子　この町に住んでいるの";;"00062980"
1;"4F950";"洞口　明子";;"00062988"
1;"4F960";"お風呂で初めて会った人に、こんな事件を
頼むことになってしまって申し訳ないわね";;"00062990"
1;"4F9B0";"洞口　明子";;"00062998"
1;"4F9C0";"でも私は見たのよ
窓から外を見たときに、何かが光ったのを";;"000629A0"
1;"4F9F8";"洞口　明子";;"000629A8"
1;"4FA10";"あれは、絶対にカメラのフラッシュよ
$ci写真館のオヤジ$crが怪しいに決まってるわ";;"000629B0"
1;"4FA60";"洞口　明子";;"000629B8"
1;"4FA70";"いつも気持ち悪い人形ばかりつくっているし…
今度やったら、絶対に捕まえてやるわ！";;"000629C0"
1;"4FAC0";"牛乳配達員";;"000629C8"
1;"4FAD0";"おはようございます　今日もいい天気ですね";;"000629D0"
1;"4FB00";"「牛乳の集金をしている方ですか？」と尋ねる";;"000629D8"
1;"4FB30";"「牛乳おいしそうですね」とそれとなくねだる";;"000629E0"
1;"4FB60";"用はない";;"000629E8"
1;"4FB70";"牛乳配達員";;"000629F0"
1;"4FB80";"どうぞ　おいしいですよ";;"000629F8"
1;"4FB98";"牛乳配達員";;"00062A00"
1;"4FBB0";"欲しかったら、いつでも声をかけてください";;"00062A08"
1;"4FBE0";"牛乳配達員";;"00062A10"
1;"4FBF0";"ええ
月末に家を回って、集金もしていますよ";;"00062A18"
1;"4FC20";"牛乳配達員";;"00062A20"
1;"4FC30";"集金は、配達と違って人の家に入るので
見ちゃいけないものとかも見てしまうんですよ";;"00062A28"
1;"4FC80";"「見ちゃいけないもの？」と尋ねる";;"00062A30"
1;"4FCB0";"「へぇ　大変な仕事なんですね」と感心する";;"00062A38"
1;"4FCE0";"「集金って面白そうですね」と興味を持つ";;"00062A40"
1;"4FD08";"牛乳配達員";;"00062A48"
1;"4FD18";"そうなんですよ";;"00062A50"
1;"4FD28";"牛乳配達員";;"00062A58"
1;"4FD40";"そうなんですよ　大変なんですよ";;"00062A60"
1;"4FD60";"牛乳配達員";;"00062A68"
1;"4FD70";"そうかもしれませんね";;"00062A70"
1;"4FD88";"牛乳配達員";;"00062A78"
1;"4FDA0";"この前、アパートの１０１号室に住んでいる
男性の所へ集金に行ったのですが…";;"00062A80"
1;"4FDF0";"牛乳配達員";;"00062A88"
1;"4FE00";"家の中に、双眼鏡やら望遠レンズのついた
カメラが散乱している部屋でしてね";;"00062A90"
1;"4FE48";"牛乳配達員";;"00062A98"
1;"4FE60";"おまけに部屋の中がすごく暗いんですよ";;"00062AA0"
1;"4FE88";"牛乳配達員";;"00062AA8"
1;"4FEA0";"何でも、部屋で写真を現像しているとかいう
話を先輩から聞きましたよ";;"00062AB0"
1;"4FEE8";"牛乳配達員";;"00062AB8"
1;"4FF00";"いやあ　あの人の家は本当にすごかったなぁ";;"00062AC0"
1;"4FF30";"風呂好きのオヤジ";;"00062AC8"
1;"4FF50";"朝風呂ってのは気持ちいいねぇ
寝ぼけた頭がシャキっと冴えてくるよ";;"00062AD0"
1;"4FF90";"風呂好きのオヤジ";;"00062AD8"
1;"4FFB0";"風呂屋っていうのは、大変そうだな
寝る暇なんて、あるのかねえ";;"00062AE0"
1;"4FFF0";"風呂好きのオヤジ";;"00062AE8"
1;"50010";"夕方に風呂に入るのは気持ちいいねぇ
仕事の汗を流すとスッキリするよ";;"00062AF0"
1;"50060";"風呂好きのオヤジ";;"00062AF8"
1;"50080";"夜のお風呂は好きじゃないな
人の後に入るのは、気持ちいいもんじゃねぇ";;"00062B00"
1;"500C8";"徘徊する老人";;"00062B08"
1;"500E0";"わしゃ、こうやって散歩するのが日課なんじゃ";;"00062B10"
1;"50110";"礼儀正しい男の子";;"00062B18"
1;"50130";"おはようございます";;"00062B20"
1;"50150";"礼儀正しい男の子";;"00062B28"
1;"50170";"こんにちは　夏休みっていいですね";;"00062B30"
1;"501A0";"礼儀正しい男の子";;"00062B38"
1;"501C0";"こんにちは　夕焼けってきれいですね";;"00062B40"
1;"501F0";"勧め上手なおばさん";;"00062B48"
1;"50210";"毎週末に、そこの公園で盆踊りをしてるわよ
あなたも、行ってきたらどうかしら";;"00062B50"
1;"50260";"勧め上手なおばさん";;"00062B58"
1;"50280";"公園でラジオ体操しているわよ
あなたも、行ってきたらどうかしら";;"00062B60"
1;"502C0";"勧め上手なおばさん";;"00062B68"
1;"502E0";"公園で人が死んで、盆踊りができなくなった
らしいわよ";;"00062B70"
1;"50320";"勧め上手なおばさん";;"00062B78"
1;"50340";"あなたも何か見つけたら、警察に報告なさいよ";;"00062B80"
1;"50370";"勧め上手なおばさん";;"00062B88"
1;"50390";"公園で盆踊りをしているわよ
あなたも、行ってきたらどうかしら";;"00062B90"
1;"503D0";"勧め上手なおばさん";;"00062B98"
1;"503F0";"今日は盆踊りの日よ
あなたも、行ってきたらどうかしら";;"00062BA0"
1;"50428";"老けたおじさん";;"00062BA8"
1;"50440";"そこの神社の神主は、金の亡者だよ
お賽銭を入れる気にもならねぇ";;"00062BB0"
1;"50480";"手抜き主婦";;"00062BB8"
1;"50490";"朝はキッチン たまで食べるのが一番よ";;"00062BC0"
1;"504B8";"手抜き主婦";;"00062BC8"
1;"504D0";"朝食なんてつくってられないわ";;"00062BD0"
1;"504F0";"手抜き主婦";;"00062BD8"
1;"50500";"昼もキッチン たまで食べるのが一番よ";;"00062BE0"
1;"50528";"手抜き主婦";;"00062BE8"
1;"50540";"あそこのオムライス、おいしいのよねえ";;"00062BF0"
1;"50568";"手抜き主婦";;"00062BF8"
1;"50580";"夕食をつくることを考えると、
つい憂鬱になってしまうのよねえ";;"00062C00"
1;"505C0";"流行り好きの女性";;"00062C08"
1;"505E0";"今度は、どんな髪型にしようかしら";;"00062C10"
1;"50610";"流行り好きの女性";;"00062C18"
1;"50630";"今晩は何をたべようかしら";;"00062C20"
1;"50650";"腰の曲がったばあさん";;"00062C28"
1;"50670";"通院生活は大変じゃ
";;"00062C30"
1;"50690";"ほのぼのじいさん";;"00062C38"
1;"506B0";"孫と一緒に、小暮写真館で記念写真でも
撮ろうかのう";;"00062C40"
1;"506F0";"不安がるおじさん";;"00062C48"
1;"50710";"となり町で殺人事件が起こったそうじゃないか";;"00062C50"
1;"50740";"不安がるおじさん";;"00062C58"
1;"50760";"恐い世の中になったもんだよ";;"00062C60"
1;"50780";"不安がるおじさん";;"00062C68"
1;"507A0";"公園で人が死んでいたって話じゃないか";;"00062C70"
1;"507D0";"不安がるおじさん";;"00062C78"
1;"507F0";"アパートで殺人事件が起こったらしいな";;"00062C80"
1;"50820";"酔ってる風に見えない青年";;"00062C88"
1;"50840";"ケッ　呑まなきゃやってらんねえよ";;"00062C90"
1;"50868";"天気マニア";;"00062C98"
1;"50880";"今日もいい天気だなあ";;"00062CA0"
1;"508A0";"上を見上げる男性";;"00062CA8"
1;"508C0";"近い将来、きっとあの丘の上に住んでみせるぜ";;"00062CB0"
1;"508F0";"下を見つめる男性";;"00062CB8"
1;"50910";"玉、落ちてないかなあ…
";;"00062CC0"
