"block";"j_offset";"j_string";"e_string";"pointer"
"0";"00047C90";"何を聞きますか？";"What would you ask?";"00047CD8"
"0";"00047CB0";"…どうやらカギがかかっているようだ";"...It seems to be locked.";"00047CE0"
"1";"00047CF0";"雨宿りをするために中に入る";"I go inside in order to take shelter from the rain";"00054E20"
"1";"00047D10";"中から物音がしたような気がするので中に入る";"I go inside because I think I heard a noise";"00054E28"
"1";"00047D40";"パチンコが打ちたくて仕方がないので中に入る";"I go inside because I can't resist the urge to play pachinko";"00054E30"
"1";"00047D70";"理由はないが、とにかく中に入りたい気分";"I go inside because I just feel like it for no real reason";"00054E38"
"1";"00047DA0";"しっ死んでる！　と悲鳴をあげる";"I scream: ""They're dead!""";"00054E40"
"1";"00047DC0";"何も言わず、この場から逃げ出す";"I run away from the scene without saying anything";"00054E48"
"1";"00047DE0";"さらに近づいて倒れている男女を調べてみる";"I step closer to check on the man and woman lying there";"00054E50"
"1";"00047E10";"しっ…　死んでる！";"Th-They're... dead!";"00054E58"
"1";"00047E30";"しっ…　死んでる！";"Th-They're... dead!";"00054E60"
"1";"00047E50";"…血溜まりの中に、男と女が倒れている";"…A man and a woman lie collapsed in a pool of blood.";"00054E68"
"1";"00047E80";"男は２０代後半、
女は２０才くらいだろうか…";"The man seems to be in his late 20s,
the woman is probably around 20 years old...";"00054E70"
"1";"00047EB0";"これは…";"This is...";"00054E78"
"1";"00047EC0";"これは…";"This is...";"00054E80"
"1";"00047ED0";"恋人同士の心中だろうか…？";"Possibly a lovers' suicide...?";"00054E88"
"1";"00047EF0";"パチンコ店員同士のケンカだろうか…？";"A fight between pachinko parlor employees...?";"00054E90"
"1";"00047F18";"それとも…";"Or maybe...";"00054E98"
"1";"00047F28";"ひっ　人殺し！";"Eek, murderer!";"00054EA0"
"1";"00047F40";"…それでは本官の質問に答えてください";"...Now then, please answer my questions.";"00054EA8"
"1";"00047F70";"自分に不都合だと思うのなら、
答えなくても結構だが…";"If you think answering would be inconvenient,
you may decline to respond; however...";"00054EB0"
"1";"00047FB0";"正直に話した方が身のためだぞ";"It'll be for your own good to speak honestly.";"00054EB8"
"1";"00047FD0";"まず、君の名前は？";"First, what's your name?";"00054EC0"
"1";"00047FE8";"$iは…　$p";"I am $p...";"00054EC8"
"1";"00048000";"君は…　この町では見かけたことがないが
住所は？";"I haven't seen you in this town before...
What's your address?";"00054ED0"
"1";"00048030";"現住所を正直に答える";"I'll tell him my real current address";"00054ED8"
"1";"00048050";"旅の途中で、決まった家は無いと答える";"I'll tell him I'm traveling and have no permanent address";"00054EE0"
"1";"00048078";"何も答えない";"I won't tell him anything";"00054EE8"
"1";"00048090";"（正直に今住んでいる住所を教えた）";"(I honestly told him the address where I live now)";"00054EF0"
"1";"000480C0";"ほお…
ずいぶん遠くから来たんだな…";"Oh... You've come quite a long way, haven't you...";"00054EF8"
"1";"000480F0";"今は旅の途中だ
決まった家は無いよ";"I'm on a journey right now. I don't have a fixed home.";"00054F00"
"1";"00048120";"旅の途中なの
決まった家はないわ";"I'm in the middle of a journey now.
I don't have a permanent home.";"00054F08"
"1";"00048140";"ほお…　旅ねぇ…";"Oh... A journey, huh...";"00054F10"
"1";"00048158";"………";".........";"00054F18"
"1";"00048160";"…分かった　次の質問だ";"...Alright. Next question.";"00054F20"
"1";"00048178";"君の職業は？";"What's your occupation?";"00054F28"
"1";"00048190";"さすらいのパチプロ";"I'm a wandering professional pachinko player";"00054F30"
"1";"000481B0";"しがないサラリーマン";"I'm a lowly office worker";"00054F38"
"1";"000481C8";"天下の無職";"I'm the world's unemployed";"00054F40"
"1";"000481D8";"何も答えない";"I'll answer nothing";"00054F48"
"1";"000481E8";"普通のＯＬ";"I'm a regular office lady";"00054F50"
"1";"00048200";"$iは…　さすらいのパチプロさ";"I'm... a wandering Pachi-Pro player.";"00054F58"
"1";"00048220";"私は…　さすらいのパチプロ
…かな";"I'm... a wandering Pachi-Pro player... I guess.";"00054F60"
"1";"00048250";"しがないサラリーマンさ";"I'm just a lowly salaryman.";"00054F68"
"1";"00048268";"普通のＯＬよ";"I'm just a regular office lady, that's all.";"00054F70"
"1";"00048280";"仕事はしていない　天下の無職さ";"I'm not working. I'm proudly unemployed.";"00054F78"
"1";"000482A0";"仕事はしてないわ";"I'm not working, you know.";"00054F80"
"1";"000482B8";"………";".........";"00054F88"
"1";"000482C0";"では…　なぜあのパチンコ屋にいたんだね？";"So then... Why were you at that pachinko parlor?";"00054F90"
"1";"000482F0";"雨宿りをしていた";"I was taking shelter from the rain";"00054F98"
"1";"00048310";"中から物音がしたような気がするので中に入ってみた";"I thought I heard a noise from inside, so I went in";"00054FA0"
"1";"00048350";"パチンコが打ちたくて開店まで待ちきれず…";"I was itching to play pachinko and couldn’t wait to open…";"00054FA8"
"1";"00048380";"理由は分からないが、中に入りたかった";"I don't know the reason, but I wanted to go inside";"00054FB0"
"1";"000483A8";"何も答えない";"I don't answer";"00054FB8"
"1";"000483C0";"雨宿りをしに、パチンコ屋に入ったんだ";"I went into the pachinko parlor to take shelter from the rain.";"00054FC0"
"1";"000483F0";"中から物音がしたような気がして
それで気になって…";"I thought I heard a noise came from inside, 
and it made me curious...";"00054FC8"
"1";"00048430";"開店するまで待ちきれなくてね
それで思わず…";"I couldn’t wait for them to open, 
so I just went in without thinking…";"00054FD0"
"1";"00048460";"理由は分からない
ただ無性に中に入りたかったんだ";"I don’t know why,
but I just had this sudden urge to go inside...";"00054FD8"
"1";"00048490";"雨宿りをしようと思って　そうしたら
パチンコ屋のシャッターが開いてたから…";"I was looking for shelter from the rain, and I
noticed that the parlor's shutter was already open...";"00054FE0"
"1";"000484E0";"中から物音がしたような気がして
それで気になって…";"I felt like a noise was coming from inside, 
so I was curious...";"00054FE8"
"1";"00048520";"開店するまで待ちきれなかったの
それで思わず…";"I couldn’t wait until they opened, 
so I just went in without thinking…";"00054FF0"
"1";"00048550";"理由は分からないけど…
ただ無性に中に入りたかったのよ";"I'm not sure why, but...
I just had this sudden urge to go inside.";"00054FF8"
"1";"00048588";"………";".........";"00055000"
"1";"00048590";"ふむ…　そして君は、
ふたりの被害者を発見した…";"Hmm... And so you discovered two vicitims...";"00055008"
"1";"000485C0";"被害者ふたりを発見したとき、
他に誰か見なかったかね？";"Did you see anyone else when 
you found the two victims?";"00055010"
"1";"00048600";"いや、誰もいなかった";"No, there wasn't anyone";"00055018"
"1";"00048620";"…誰かいたかもしれない";"...Someone might have been there";"00055020"
"1";"00048638";"何も答えない";"I refuse to answer";"00055028"
"1";"00048650";"いや、誰もいなかった";"No, there wasn't anyone";"00055030"
"1";"00048670";"…誰かいたかもしれない";"...Someone might have been there.";"00055038"
"1";"00048688";"………";".........";"00055040"
"1";"00048690";"ううん　見なかったわ";"No, I didn't see anyone else.";"00055048"
"1";"000486B0";"ひょっとしたら…　誰かいたかも…";"Maybe... someone might have been there...";"00055050"
"1";"000486E0";"ふぅむ…　で、どうなんだ？";"Hmm... So, how is it?";"00055058"
"1";"00048700";"本当は、君が殺したんじゃないのか？";"Actually, wasn't it you who killed them?";"00055060"
"1";"00048730";"ちがう！　$iはやっていない！";"No! I didn't do it!";"00055068"
"1";"00048750";"はい　$iが犯人です…";"Yes, I'm the culprit...";"00055070"
"1";"00048768";"何も答えない";"Say nothing";"00055078"
"1";"00048780";"ちがう！　俺はやっていない！";"No! I didn't do it!";"00055080"
"1";"000487A0";"ちがう！　私じゃない！";"No! It wasn't me!";"00055088"
"1";"000487C0";"ふうむ？　本当か？";"Hmm? Really?";"00055090"
"1";"000487E0";"はい　俺がやりました…";"Yes, I did it...";"00055098"
"1";"00048800";"はい　私がやりました…";"Yes, I did it...";"000550A0"
"1";"00048820";"なにっ　本当か！？";"What?! Are you serious!?";"000550A8"
"1";"00048840";"そんなわけはない　ウソだよ";"Of course not, I'm just kidding";"000550B0"
"1";"00048860";"はい　本当です…";"Yes, it's true...";"000550B8"
"1";"00048880";"そんなわけはない　ウソだよ";"Of course not, I'm just kidding";"000550C0"
"1";"000488A0";"はい　本当です…";"Yes, it's the truth...";"000550C8"
"1";"000488C0";"そんなわけないじゃない　ウソよ";"Of course I didn't do it, I'm just joking.";"000550D0"
"1";"000488E0";"はい　本当です…";"Yes, it's the truth...";"000550D8"
"1";"00048900";"なんだと？　本官をバカにしているのか？";"What did you say? Are you making fun of this officer?";"000550E0"
"1";"00048930";"うむ、よく言ってくれたな
じゃあ、詳しい話を聞こうじゃないか…";"I see, thank you for your cooperation.
Then, let's hear the detailed story...";"000550E8"
"1";"00048970";"若い警官に何を話したのかは覚えていない";"I don’t remember what I told the young police officer.";"000550F0"
"1";"000489A0";"$iは、身に覚えのない殺人の犯人に
仕立て上げられ　実刑判決を受けた";"I was framed as the culprit of a murder of which 
I had no recollection and received a prison sentence.";"000550F8"
"1";"000489F0";"$iはあの町に何をしに行ったのだろうか…";"I wonder why I went to that town for...?";"00055100"
