"block";"j_offset";"j_string";"e_string";"pointer"
"0";"0004F0B0";"？　ハンドルが湿っているような気がする";"";"000627B0"
"0";"0004F0E0";"手がペンキだらけになってしまった…";"";"000627B8"
"0";"0004F110";"大海病院は向こうのようですね";"";"000627C0"
"0";"0004F130";"車が走っているから気をつけな";"";"000627C8"
"0";"0004F150";"はい";"";"000627D0"
"0";"0004F160";"ここが大海病院みたいですね";"";"000627D8"
"0";"0004F180";"…中に入りましょうか";"";"000627E0"
"0";"0004F1A0";"車が走っているから、気をつけて渡りましょう";"";"000627E8"
"0";"0004F1D0";"…彼女をここまで連れてこないと";"";"000627F0"
"0";"0004F1F0";"…彼女を病院まで送っていかないと";"";"000627F8"
"0";"0004F220";"…彼女をここまで連れてこないとな";"";"00062800"
"0";"0004F250";"…彼女を病院まで送っていかないとな";"";"00062808"
"0";"0004F278";"暇そうな警備員";"";"00062810"
"0";"0004F290";"申し訳ありません
";"";"00062818"
"0";"0004F2A8";"暇そうな警備員";"";"00062820"
"0";"0004F2C0";"ただ今、橋上の歩道工事中でして
通行禁止となっております";"";"00062828"
"0";"0004F2F8";"暇そうな警備員";"";"00062830"
"0";"0004F310";"ご協力ありがとうございました
工事は終わりましたのでお通りください";"";"00062838"
"0";"0004F358";"暇そうな警備員";"";"00062840"
"0";"0004F370";"もうそろそろ会社に帰ろうかな
";"";"00062848"
"0";"0004F390";"…この先は、住宅地のようだ";"";"00062850"
"0";"0004F3B0";"…この先は、住宅地のようね";"";"00062858"
"0";"0004F3D0";"隣の部屋のドアが開いていたな…";"";"00062860"
"0";"0004F3F0";"隣の部屋のドアが開いていたわね…";"";"00062868"
"0";"0004F420";"彼女を置いて帰るわけにはいかないな";"";"00062870"
"0";"0004F450";"彼を置いて帰るわけにはいかないわね";"";"00062878"
"0";"0004F478";"貯玉がない…";"";"00062880"
"0";"0004F490";"そういえば、今夜は$e0さんと盆踊りの
約束をしていたなあ";"";"00062888"
"0";"0004F4C8";"白石";"";"00062890"
"0";"0004F4D0";"美沢";"";"00062898"
"0";"0004F4D8";"桂木";"";"000628A0"
"0";"0004F4E0";"片山";"";"000628A8"
"0";"0004F4E8";"黒崎";"";"000628B0"
"0";"0004F4F0";"朝倉";"";"000628B8"
"0";"0004F500";"部屋に備え付けのキッチン
水は出ていない";"";"000628C0"
"0";"0004F530";"カラーテレビがある　電源はついていない";"";"000628C8"
"0";"0004F560";"化粧棚がおいてある
中を荒らされた形跡がある";"";"000628D0"
"0";"0004F590";"（こ、これは…）";"";"000628D8"
"0";"0004F5B0";"やってません
営業時間：昼〜夜　　　　　　　　　　えの鮨";"";"000628E0"
"0";"0004F5F0";"本日は新装開店のため昼からの営業となります
　　　　　　　　　パーラー・ベリーラッキー";"";"000628E8"
"0";"0004F650";"ただいま清掃中
営業時間：朝・夕・夜　　　　　　　　海の湯";"";"000628F0"
"0";"0004F690";"準備中
営業時間：朝・昼・夜　　　　キッチン　たま";"";"000628F8"
"0";"0004F6D0";"閉店中
営業時間：朝〜夕　　　　　　パーマモンロー";"";"00062900"
"0";"0004F710";"閉院
診察時間：朝〜夕　　　　　　　　　大海病院";"";"00062908"
"0";"0004F740";"ここは女子トイレだ";"";"00062910"
"0";"0004F760";"こっちは男子トイレね";"";"00062918"
"0";"0004F780";"公園に人が集まっていたな";"";"00062920"
"0";"0004F7A0";"何かあったのだろうか…";"";"00062928"
"0";"0004F7C0";"公園に人が集まっていたわね";"";"00062930"
"0";"0004F7E0";"何かあったのかしら…";"";"00062938"
"0";"0004F800";"ドアにはカギがかかっている
";"";"00062940"
"0";"0004F820";"表札には「２０１」と書いてある";"";"00062948"
