"block";"j_offset";"j_string";"e_string";"pointer"
1;"3340";"色白な店主";;"00003F90"
1;"3350";"いらっしゃい";;"00003F98"
1;"3360";"色白な店主";;"00003FA0"
1;"3370";"また来ておくれ";;"00003FA8"
1;"3380";"砂が盛り上がっている…";;"00003FB0"
1;"3398";"白石 紀子";;"00003FB8"
1;"33B0";"ねぇ　ここで砂遊びしませんか？";;"00003FC0"
1;"33D0";"美沢 ゆき";;"00003FC8"
1;"33E0";"ねぇねぇ　ここで砂遊びしない？";;"00003FD0"
1;"3400";"桂木 綾";;"00003FD8"
1;"3410";"ねぇ　ここで砂遊びしない？";;"00003FE0"
1;"3430";"片山 昭吾";;"00003FE8"
1;"3440";"そうだ！
ここで砂遊びをするというのはどうですか？";;"00003FF0"
1;"3478";"黒崎 竜介";;"00003FF8"
1;"3490";"おっ　そうだ…！
なあ、砂遊びしようぜ！";;"00004000"
1;"34B8";"朝倉 徹";;"00004008"
1;"34C0";"そうだ　$puさん
砂遊びをしませんか？";;"00004010"
1;"34F0";"乗り気で砂遊びをする";;"00004018"
1;"3510";"イヤイヤ砂遊びをする";;"00004020"
1;"3530";"他にしたいことがないので砂遊びをする";;"00004028"
1;"3560";"砂遊びより他のことをしたい";;"00004030"
1;"3580";"$p";;"00004038"
1;"3590";"よし！　砂遊びやろうか！";;"00004040"
1;"35B0";"$p";;"00004048"
1;"35C0";"うん　私、砂遊び大好き！";;"00004050"
1;"35E0";"$p";;"00004058"
1;"35F0";"砂遊び？　…まあ、いいけど…";;"00004060"
1;"3610";"$p";;"00004068"
1;"3620";"砂遊び？　…しょうがないわね…";;"00004070"
1;"3640";"$p";;"00004078"
1;"3650";"砂遊びか…　まあ、いいよ";;"00004080"
1;"3670";"$p";;"00004088"
1;"3680";"どうせヒマだし　いいわよ";;"00004090"
1;"36A0";"$p";;"00004098"
1;"36B0";"砂遊びより、他のことをして遊ばないか？";;"000040A0"
1;"36D8";"$p";;"000040A8"
1;"36E0";"砂遊びより、他のことをして遊ばない？";;"000040B0"
1;"3708";"白石 紀子";;"000040B8"
1;"3720";"それじゃあ　ここに寝てください
目をつぶって、ちょっと待っててくださいね";;"000040C0"
1;"3768";"美沢 ゆき";;"000040C8"
1;"3780";"それじゃ　ここに寝てっ
目をつぶって待っててね";;"000040D0"
1;"37B0";"桂木 綾";;"000040D8"
1;"37C0";"それじゃ　ここに横になって…
ちょっと目をつぶって待っててね";;"000040E0"
1;"3800";"片山 昭吾";;"000040E8"
1;"3810";"それでは！　ここに横になってください
少しの間、目をつぶっていてくださいね";;"000040F0"
1;"3860";"黒崎 竜介";;"000040F8"
1;"3870";"よーし　ここに寝っ転がってくれ
しばらく目をつぶってな";;"00004100"
1;"38A8";"朝倉 徹";;"00004108"
1;"38B0";"それでは　ここに横になってください
少し目をつぶっていてくださいね";;"00004110"
1;"38F8";"白石 紀子";;"00004118"
1;"3910";"はい　できましたよ！";;"00004120"
1;"3928";"美沢 ゆき";;"00004128"
1;"3940";"はい　できたよー
目を開けて";;"00004130"
1;"3960";"桂木 綾";;"00004138"
1;"3970";"はい　できたわよ";;"00004140"
1;"3988";"片山 昭吾";;"00004148"
1;"39A0";"完成であります！
目をお開けになってください！";;"00004150"
1;"39D0";"黒崎 竜介";;"00004158"
1;"39E0";"よーし！　完成だ！";;"00004160"
1;"39F8";"朝倉 徹";;"00004168"
1;"3A00";"ふう　できましたよ
目を開けてください";;"00004170"
1;"3A28";"$p";;"00004178"
1;"3A30";"う～ん　これは…";;"00004180"
1;"3A50";"うわー！　これは気持ちいい！";;"00004188"
1;"3A70";"うひー！　これは恥ずかしい！";;"00004190"
1;"3A90";"うぅ…　お、重い…";;"00004198"
1;"3AB0";"わーい！　なんだか楽しい！";;"000041A0"
1;"3AD0";"$p";;"000041A8"
1;"3AE0";"うわー！　これは気持ちいい！";;"000041B0"
1;"3B00";"$p";;"000041B8"
1;"3B10";"うわー　これは気持ちいい";;"000041C0"
1;"3B30";"$p";;"000041C8"
1;"3B40";"うひー！　これは恥ずかしい！";;"000041D0"
1;"3B60";"$p";;"000041D8"
1;"3B70";"う…っ　なんか恥ずかしい…";;"000041E0"
1;"3B90";"$p";;"000041E8"
1;"3BA0";"うぅ…　お、重い…";;"000041F0"
1;"3BB8";"$p";;"000041F8"
1;"3BC0";"う～　重い…";;"00004200"
1;"3BD0";"$p";;"00004208"
1;"3BE0";"わーい！　なんだか楽しい！";;"00004210"
1;"3C00";"$p";;"00004218"
1;"3C10";"あははっ　なんだか楽しい！";;"00004220"
1;"3C30";"$p";;"00004228"
1;"3C40";"よし！　できたぞ";;"00004230"
1;"3C58";"$p";;"00004238"
1;"3C60";"よーし！　できた！";;"00004240"
1;"3C78";"白石 紀子";;"00004248"
1;"3C90";"すごいですねえ！";;"00004250"
1;"3CA8";"美沢 ゆき";;"00004258"
1;"3CC0";"わー　すごーい！";;"00004260"
1;"3CD8";"桂木 綾";;"00004268"
1;"3CE0";"ウフフッ";;"00004270"
1;"3CF0";"片山 昭吾";;"00004278"
1;"3D00";"会心の出来であります！";;"00004280"
1;"3D18";"黒崎 竜介";;"00004288"
1;"3D30";"よおし！　こんなもんだな！";;"00004290"
1;"3D50";"朝倉 徹";;"00004298"
1;"3D60";"いやあ　すごいですねえ！";;"000042A0"
1;"3D80";"$p";;"000042A8"
1;"3D88";"それそれっ！";;"000042B0"
1;"3D98";"$p";;"000042B8"
1;"3DA0";"それそれっ！";;"000042C0"
1;"3DB0";"白石 紀子";;"000042C8"
1;"3DC0";"アハハハッ";;"000042D0"
1;"3DD0";"美沢 ゆき";;"000042D8"
1;"3DE0";"キャハハハッ！";;"000042E0"
1;"3DF0";"桂木 綾";;"000042E8"
1;"3E00";"ウフフッ　それっ";;"000042F0"
1;"3E18";"片山 昭吾";;"000042F8"
1;"3E28";"負けませんよっ";;"00004300"
1;"3E38";"黒崎 竜介";;"00004308"
1;"3E50";"わっはっはっはっ";;"00004310"
1;"3E68";"朝倉 徹";;"00004318"
1;"3E70";"アハハハハ";;"00004320"
1;"3E80";"白石 紀子";;"00004328"
1;"3E90";"もうこんな時間なんですね…";;"00004330"
1;"3EB0";"美沢 ゆき";;"00004338"
1;"3EC0";"楽しかったあ…";;"00004340"
1;"3ED0";"桂木 綾";;"00004348"
1;"3EE0";"今日は楽しかったわ…";;"00004350"
1;"3EF8";"片山 昭吾";;"00004358"
