"block";"j_offset";"j_string";"e_string";"pointer"
"0";"00024120";"はい";"";"00024298"
"0";"00024128";"いいえ";"";"000242A0"
"0";"00024130";"「$ci$e0$cr」へ進みますか？";"";"000242A8"
"0";"00024150";"進む";"";"000242B0"
"0";"00024158";"埠頭方面";"";"000242B8"
"0";"00024168";"出玉町方面";"";"000242C0"
"0";"00024178";"やめておく";"";"000242C8"
"0";"00024190";"事件「$cc$e1$cr」の証言入手";"";"000242D0"
"0";"000241B0";"$ci$e0$cr";"";"000242D8"
"0";"000241C0";"盆踊りのポーズ";"";"000242E0"
"0";"000241D0";"シャドウボクシングのポーズ";"";"000242E8"
"0";"000241F0";"マリンちゃんのポーズ";"";"000242F0"
"0";"00024210";"ラジオ体操のポーズ";"";"000242F8"
"0";"00024228";"セクシーポーズ";"";"00024300"
"0";"00024240";"ボーリングのポーズ";"";"00024308"
"0";"00024260";"ヒーローのポーズ";"";"00024310"
"0";"00024280";"魔女ッ子のポーズ";"";"00024318"
"1";"00024320";"エレベータに乗って、屋上まで行きますか？";"";"0002D800"
"1";"00024350";"エレベータに乗って、１Ｆまで行きますか？";"";"0002D808"
"1";"00024380";"エレベータに乗って、４Ｆまで行きますか？";"";"0002D810"
"1";"000243B0";"エレベータに乗って、１Ｆまで行きますか？";"";"0002D818"
"1";"000243E0";"エレベータに乗って、２Ｆまで行きますか？";"";"0002D820"
"1";"00024410";"エレベータに乗って、１Ｆまで行きますか？";"";"0002D828"
"1";"00024440";"エレベータに乗って、Ｂ１Ｆまで行きますか？";"";"0002D830"
"1";"00024470";"エレベータに乗って、１Ｆまで行きますか？";"";"0002D838"
"1";"000244A0";"地下へ続くハシゴがある…";"";"0002D840"
"1";"000244C0";"ハシゴをおりてみる";"";"0002D848"
"1";"000244D8";"やめておく";"";"0002D850"
"1";"000244F0";"地上へ続くハシゴある…";"";"0002D858"
"1";"00024508";"ハシゴをのぼる";"";"0002D860"
"1";"00024518";"やめておく";"";"0002D868"
"1";"00024530";"汗っかきの作業員";"";"0002D870"
"1";"00024550";"おい、ここは立ち入り禁止だ！
出て行ってくれよ";"";"0002D878"
"1";"00024580";"謎の男";"";"0002D880"
"1";"00024590";"おい、誰にも見つからなかっただろうな？";"";"0002D888"
"1";"000245C0";"ひっ　助けてください！";"";"0002D890"
"1";"000245D8";"何のことだ…？";"";"0002D898"
"1";"000245E8";"当たり前だ…";"";"0002D8A0"
"1";"000245F8";"謎の男";"";"0002D8A8"
"1";"00024600";"例のブツは持ってきたか？";"";"0002D8B0"
"1";"00024620";"なっ　何も持っていません　どうか命だけは…";"";"0002D8B8"
"1";"00024650";"何のことだ…？";"";"0002D8C0"
"1";"00024660";"もちろんだ…";"";"0002D8C8"
"1";"00024670";"謎の男";"";"0002D8D0"
"1";"00024680";"おお、これは…　まさしく
「$ci$e0$cr」だ！";"";"0002D8D8"
"1";"000246B0";"謎の男";"";"0002D8E0"
"1";"000246C0";"これは、報酬だ
受け取ってくれ！";"";"0002D8E8"
"1";"000246E0";"謎の男は、闇の中に消えていった…";"";"0002D8F0"
"1";"00024708";"謎の男";"";"0002D8F8"
"1";"00024710";"ん？　何だ…　人違いか…";"";"0002D900"
"1";"00024730";"謎の男";"";"0002D908"
"1";"00024740";"次は$ciラジオ$crが必要だ…
入手したらまたここに来てくれ…";"";"0002D910"
"1";"00024780";"持っていないと言う";"";"0002D918"
"1";"00024798";"謎の男";"";"0002D920"
"1";"000247A0";"次は$ciラジオ$crが必要だ…
入手したのか？";"";"0002D928"
"1";"000247D0";"$ciラジオ$crを渡しますか？";"";"0002D930"
"1";"000247F0";"はい";"";"0002D938"
"1";"000247F8";"いいえ";"";"0002D940"
"1";"00024800";"謎の男";"";"0002D948"
"1";"00024810";"これで任務は終了だ…";"";"0002D950"
"1";"00024828";"謎の男";"";"0002D958"
