"block";"j_offset";"j_string";"e_string";"pointer"
1;"47C90";"何を聞きますか？";"What should I ask?";"00047CD8"
1;"47CB0";"…どうやらカギがかかっているようだ";"...it seems to be locked.";"00047CE0"
2;"47CF0";"雨宿りをするために中に入る";"I go inside in order to take shelter from the rain.";"00054E20"
2;"47D10";"中から物音がしたような気がするので中に入る";"I go inside because I think I heard a noise.";"00054E28"
2;"47D40";"パチンコが打ちたくて仕方がないので中に入る";"I go inside because I can't resist the urge to play pachinko.";"00054E30"
2;"47D70";"理由はないが、とにかく中に入りたい気分";"I go inside because I just feel like it for no real reason.";"00054E38"
2;"47DA0";"しっ死んでる！　と悲鳴をあげる";"I scream, ""Th-They're dead!""";"00054E40"
2;"47DC0";"何も言わず、この場から逃げ出す";"I run away from the scene without saying anything.";"00054E48"
2;"47DE0";"さらに近づいて倒れている男女を調べてみる";"I step closer and check the man and woman lying there.";"00054E50"
2;"47E10";"しっ…　死んでる！";"Th-They're... dead!";"00054E58"
2;"47E30";"しっ…　死んでる！";"Th-They're... dead!";"00054E60"
2;"47E50";"…血溜まりの中に、男と女が倒れている";"…A man and a woman lie collapsed in a pool of blood.";"00054E68"
2;"47E80";"男は２０代後半、
女は２０才くらいだろうか…";"The man seems to be in his late 20s,
the woman is probably around 20 years old...";"00054E70"
2;"47EB0";"これは…";"This is...";"00054E78"
2;"47EC0";"これは…";"This is...";"00054E80"
2;"47ED0";"恋人同士の心中だろうか…？";"Possibly a lovers' suicide...?";"00054E88"
2;"47EF0";"パチンコ店員同士のケンカだろうか…？";"A fight between pachinko parlor employees...?";"00054E90"
2;"47F18";"それとも…";"Or maybe...";"00054E98"
2;"47F28";"ひっ　人殺し！";"Eek, murderer!";"00054EA0"
2;"47F40";"…それでは本官の質問に答えてください";"...Now then, please answer my questions.";"00054EA8"
2;"47F70";"自分に不都合だと思うのなら、
答えなくても結構だが…";"If you think answering would be inconvenient,
you may decline to respond; however...";"00054EB0"
2;"47FB0";"正直に話した方が身のためだぞ";"It'll be for your own good to speak honestly.";"00054EB8"
2;"47FD0";"まず、君の名前は？";"First, what's your name?";"00054EC0"
2;"47FE8";"$iは…　$p";"I am $p...";"00054EC8"
2;"48000";"君は…　この町では見かけたことがないが
住所は？";"I haven't seen you in this town before...
What's your address?";"00054ED0"
2;"48030";"現住所を正直に答える";"I'll tell him my real current address.";"00054ED8"
2;"48050";"旅の途中で、決まった家は無いと答える";"I'll tell him I'm traveling and have no permanent address.";"00054EE0"
2;"48078";"何も答えない";"I won't tell him anything.";"00054EE8"
2;"48090";"（正直に今住んでいる住所を教えた）";"(I honestly told him the address where I live now.)";"00054EF0"
2;"480C0";"ほお…
ずいぶん遠くから来たんだな…";"Oh...
You've come quite a long way, haven't you...";"00054EF8"
2;"480F0";"今は旅の途中だ
決まった家は無いよ";"I'm on a journey right now.
I don't have a fixed home.";"00054F00"
2;"48120";"旅の途中なの
決まった家はないわ";"I'm in the middle of a journey now.
I don't have a permanent home.";"00054F08"
2;"48140";"ほお…　旅ねぇ…";"Oh... A journey, huh...";"00054F10"
2;"48158";"………";"......";"00054F18"
2;"48160";"…分かった　次の質問だ";"...Alright. Next question.";"00054F20"
2;"48178";"君の職業は？";"What's your occupation?";"00054F28"
2;"48190";"さすらいのパチプロ";"I'm a wandering professional pachinko player.";"00054F30"
2;"481B0";"しがないサラリーマン";"I'm a lowly office worker.";"00054F38"
2;"481C8";"天下の無職";"I'm the world's unemployed.";"00054F40"
2;"481D8";"何も答えない";"I'll answer nothing.";"00054F48"
2;"481E8";"普通のＯＬ";"I'm a regular office lady.";"00054F50"
2;"48200";"$iは…　さすらいのパチプロさ";"I'm ... a wandering Pachi-Pro player.";"00054F58"
2;"48220";"私は…　さすらいのパチプロ
…かな";"I'm ... a wandering Pachi-Pro player...
I guess.";"00054F60"
2;"48250";"しがないサラリーマンさ";"I'm just a lowly salaryman.";"00054F68"
2;"48268";"普通のＯＬよ";"I'm just a regular office lady, that's all.";"00054F70"
2;"48280";"仕事はしていない　天下の無職さ";"I'm not working. I'm proudly unemployed.";"00054F78"
2;"482A0";"仕事はしてないわ";"I'm not working, you know.";"00054F80"
2;"482B8";"………";"......";"00054F88"
2;"482C0";"では…　なぜあのパチンコ屋にいたんだね？";"So then... Why were you at that pachinko parlor?";"00054F90"
2;"482F0";"雨宿りをしていた";"I was taking shelter from the rain.";"00054F98"
2;"48310";"中から物音がしたような気がするので中に入ってみた";"I thought I heard a noise from inside, so I went in.";"00054FA0"
2;"48350";"パチンコが打ちたくて開店まで待ちきれず…";"I was itching to play pachinko and couldn’t wait to open…";"00054FA8"
2;"48380";"理由は分からないが、中に入りたかった";"I don't know the reason, but I wanted to go inside.";"00054FB0"
