"block";"j_offset";"j_string";"e_string";"pointer"
"_";"7C7570";"C3：１１秒";;
"_";"7C757B";"C4：５.１秒";;
"_";"7C7587";"C5：３秒";;
"_";"7C7590";" カニ ";;
"_";"7C7597";"　貝　";;
"_";"7C759E";"エンゼ";;
"_";"7C75A5";"ジュゴ";;
"_";"7C75AC";"アンコ";;
"_";"7C75B3";" エビ ";;
"_";"7C75BA";" サメ ";;
"_";"7C75C1";" カメ ";;
"_";"7C75C8";" フグ ";;
"_";"7C75CF";" タコ ";;
"_";"7C75D6";"サメ２";;
"_";"7C75DD";"リール";;
"_";"7C75E4";"%s";;
"_";"7C75E7";"%02x:%s";;
"_";"7C75EF";"上：%02x %6s %6s %6s";;
"_";"7C7604";"中：%02x %6s %6s %6s";;
"_";"7C7619";"下：%02x %6s %6s %6s";;
"_";"7C762E";"その他";;
"_";"7C7638";"PMenu";;
"_";"7C7640";"PMenuCero";;
0;"007C7650";"はずれ変動（通常時）";;"007919F8"
0;"007C7650";"はずれ変動（通常時）";;"00791A24"
0;"007C7650";"はずれ変動（通常時）";;"00791A50"
0;"007C7650";"はずれ変動（通常時）";;"00791A7C"
0;"007C7665";"はずれ変動（確変時）";;"00791AA8"
0;"007C7665";"はずれ変動（確変時）";;"00791AD4"
0;"007C7665";"はずれ変動（確変時）";;"00791B00"
0;"007C7665";"はずれ変動（確変時）";;"00791B2C"
0;"007C767A";"はずれ変動（時短時）";;"00791B58"
0;"007C767A";"はずれ変動（時短時）";;"00791B84"
0;"007C767A";"はずれ変動（時短時）";;"00791BB0"
0;"007C767A";"はずれ変動（時短時）";;"00791BDC"
0;"007C768F";"ノーマルリーチ（はずれ）最短";;"00791C08"
0;"007C76AC";"ノーマルリーチ（はずれ）最長";;"00791C34"
0;"007C76C9";"ノーマルリーチ（大当り）最短";;"00791C60"
0;"007C76C9";"ノーマルリーチ（大当り）最短";;"00791C8C"
0;"007C76E6";"ノーマルリーチ＋滑り（１図柄）";;"00791CB8"
0;"007C7705";"ノーマルリーチ＋滑り（２図柄）";;"00791CE4"
0;"007C7724";"ノーマルリーチ＋滑り（３図柄）";;"00791D10"
0;"007C7743";"ノーマルリーチ＋滑り（４図柄）";;"00791D3C"
0;"007C7762";"ノーマルリーチ＋滑り（５図柄）";;"00791D68"
0;"007C7781";"ノーマルリーチ＋滑り（６図柄）";;"00791D94"
0;"007C77A0";"ノーマルリーチ＋滑り（７図柄）";;"00791DC0"
0;"007C77BF";"ノーマルリーチ＋滑り（８図柄）";;"00791DEC"
0;"007C77DE";"ノーマルリーチ＋滑り（９図柄）";;"00791E18"
0;"007C77FD";"ノーマルリーチ＋滑り（１０図柄）";;"00791E44"
0;"007C781E";"ノーマルリーチ＋滑り（１１図柄）";;"00791E70"
0;"007C783F";"ノーマルリーチ＋滑り（１２図柄）";;"00791E9C"
0;"007C7860";"ノーマルリーチ＋滑り（１３図柄）";;"00791EC8"
0;"007C7881";"ノーマルリーチ＋滑り（１４図柄）";;"00791EF4"
0;"007C78A2";"ノーマルリーチ＋滑り（１５図柄）";;"00791F20"
0;"007C78C3";"ノーマルリーチ＋滑り（１６図柄）";;"00791F4C"
0;"007C78E4";"ノーマルリーチ＋滑り（１７図柄）";;"00791F78"
0;"007C7905";"ノーマルリーチ＋滑り（１８図柄）";;"00791FA4"
0;"007C7926";"ノーマルリーチ＋滑り（１９図柄）";;"00791FD0"
0;"007C7947";"ノーマルリーチ＋昇格スクロール";;"00791FFC"
0;"007C7966";"ノーマルリーチ＋滑り（１図柄）＋昇格スクロール";;"00792028"
0;"007C7995";"ノーマルリーチ＋滑り（２図柄）＋昇格スクロール";;"00792054"
0;"007C79C4";"ノーマルリーチ＋滑り（３図柄）＋昇格スクロール";;"00792080"
0;"007C79F3";"ノーマルリーチ＋滑り（４図柄）＋昇格スクロール";;"007920AC"
0;"007C7A22";"ノーマルリーチ＋滑り（５図柄）＋昇格スクロール";;"007920D8"
0;"007C7A51";"ノーマルリーチ＋滑り（６図柄）＋昇格スクロール";;"00792104"
0;"007C7A80";"ノーマルリーチ＋滑り（７図柄）＋昇格スクロール";;"00792130"
0;"007C7AAF";"ノーマルリーチ＋滑り（８図柄）＋昇格スクロール";;"0079215C"
0;"007C7ADE";"ノーマルリーチ＋滑り（９図柄）＋昇格スクロール";;"00792188"
0;"007C7B0D";"ノーマルリーチ＋滑り（１０図柄）＋昇格スクロール";;"007921B4"
0;"007C7B3E";"ノーマルリーチ＋滑り（１１図柄）＋昇格スクロール";;"007921E0"
0;"007C7B6F";"ノーマルリーチ＋滑り（１２図柄）＋昇格スクロール";;"0079220C"
0;"007C7BA0";"ノーマルリーチ＋滑り（１３図柄）＋昇格スクロール";;"00792238"
0;"007C7BD1";"ノーマルリーチ＋滑り（１４図柄）＋昇格スクロール";;"00792264"
0;"007C7C02";"ノーマルリーチ＋滑り（１５図柄）＋昇格スクロール";;"00792290"
0;"007C7C33";"ノーマルリーチ＋滑り（１６図柄）＋昇格スクロール";;"007922BC"
0;"007C7C64";"ノーマルリーチ＋滑り（１７図柄）＋昇格スクロール";;"007922E8"
0;"007C7C95";"ノーマルリーチ＋滑り（１８図柄）＋昇格スクロール";;"00792314"
0;"007C7CC6";"ノーマルリーチ＋滑り（１９図柄）＋昇格スクロール";;"00792340"
0;"007C7CF7";"珊瑚礁リーチ（前はずれ）最短";;"0079236C"
0;"007C7D14";"珊瑚礁リーチ（はずれ）最長";;"00792398"
0;"007C7D2F";"珊瑚礁リーチ（大当り）最短";;"007923C4"
0;"007C7D4A";"珊瑚礁リーチ（大当り）最長";;"007923F0"
0;"007C7D65";"珊瑚礁リーチ（後はずれ）最短";;"0079241C"
0;"007C7D82";"珊瑚礁リーチ（後はずれ）最長";;"00792448"
0;"007C7D9F";"珊瑚礁リーチ＋滑り";;"00792474"
0;"007C7DB2";"珊瑚礁リーチ＋戻り";;"007924A0"
0;"007C7DC5";"珊瑚礁リーチ＋引き戻り";;"007924CC"
0;"007C7DDC";"珊瑚礁リーチ＋昇格スクロール";;"007924F8"
0;"007C7DF9";"珊瑚礁リーチ＋滑り＋昇格スクロール";;"00792524"
0;"007C7E1C";"珊瑚礁リーチ＋戻り＋昇格スクロール";;"00792550"
0;"007C7E3F";"珊瑚礁リーチ＋引き戻り＋昇格スクロール";;"0079257C"
0;"007C7E66";"マッスル珊瑚礁リーチ（大当り）最短";;"007925A8"
0;"007C7E89";"マッスル珊瑚礁リーチ（大当り）最長";;"007925D4"
0;"007C7EAC";"マッスル珊瑚礁リーチ＋滑り";;"00792600"
0;"007C7EC7";"マッスル珊瑚礁リーチ＋戻り";;"0079262C"
0;"007C7EE2";"マッスル珊瑚礁リーチ＋引き戻り";;"00792658"
0;"007C7F01";"マッスル珊瑚礁リーチ＋昇格スクロール";;"00792684"
0;"007C7F26";"マッスル珊瑚礁リーチ＋滑り＋昇格スクロール";;"007926B0"
0;"007C7F51";"マッスル珊瑚礁リーチ＋戻り＋昇格スクロール";;"007926DC"
0;"007C7F7C";"マッスル珊瑚礁リーチ＋引き戻り＋昇格スクロール";;"00792708"
0;"007C7FAB";"黒潮リーチ（前はずれ）最短";;"00792734"
0;"007C7FC6";"黒潮リーチ（前はずれ）最長";;"00792760"
0;"007C7FE1";"黒潮リーチ（大当り）最短";;"0079278C"
0;"007C7FFA";"黒潮リーチ（大当り）最長";;"007927B8"
0;"007C7D65";"珊瑚礁リーチ（後はずれ）最短";;"007927E4"
0;"007C7D82";"珊瑚礁リーチ（後はずれ）最長";;"00792810"
0;"007C8013";"黒潮リーチ＋滑り";;"0079283C"
0;"007C8024";"黒潮リーチ＋戻り";;"00792868"
0;"007C8035";"黒潮リーチ＋引き戻り";;"00792894"
0;"007C804A";"黒潮リーチ＋昇格スクロール";;"007928C0"
0;"007C8065";"黒潮リーチ＋滑り＋昇格スクロール";;"007928EC"
0;"007C8086";"黒潮リーチ＋戻り＋昇格スクロール";;"00792918"
0;"007C80A7";"黒潮リーチ＋引き戻り＋昇格スクロール";;"00792944"
0;"007C80CC";"ダイビングリーチ（大当り）最短";;"00792970"
0;"007C80EB";"ダイビングリーチ（大当り）最長";;"0079299C"
0;"007C810A";"ダイビングリーチ＋滑り";;"007929C8"
0;"007C8121";"ダイビングリーチ＋戻り";;"007929F4"
0;"007C8138";"ダイビングリーチ＋引き戻り";;"00792A20"
0;"007C8153";"ダイビングリーチ＋昇格スクロール";;"00792A4C"
0;"007C8174";"ダイビングリーチ＋滑り＋昇格スクロール";;"00792A78"
0;"007C819B";"ダイビングリーチ＋戻り＋昇格スクロール";;"00792AA4"
0;"007C81C2";"ダイビングリーチ＋引き戻り＋昇格スクロール";;"00792AD0"
0;"007C81ED";"マリンちゃんリーチ（前はずれ）最短";;"00792AFC"
0;"007C8210";"マリンちゃんリーチ（前はずれ）最長";;"00792B28"
0;"007C8233";"マリンちゃんリーチ（前大当り）最短";;"00792B54"
0;"007C8256";"マリンちゃんリーチ（前大当り）最長";;"00792B80"
0;"007C8279";"マリンちゃんリーチ（中はずれ）最短";;"00792BAC"
0;"007C829C";"マリンちゃんリーチ（中はずれ）最長";;"00792BD8"
0;"007C82BF";"マリンちゃんリーチ（後大当り）最短";;"00792C04"
0;"007C82E2";"マリンちゃんリーチ（後大当り）最長";;"00792C30"
0;"007C8305";"マリンちゃんリーチ（後はずれ）最短";;"00792C5C"
0;"007C8328";"マリンちゃんリーチ（後はずれ）最長";;"00792C88"
0;"007C834B";"マリンちゃんリーチ（１９Ｗ　１大当り）";;"00792CB4"
0;"007C8372";"マリンちゃんリーチ（１９Ｗ　１後はずれ）";;"00792CE0"
0;"007C839B";"マリンちゃんリーチ＋滑り";;"00792D0C"
0;"007C839B";"マリンちゃんリーチ＋滑り";;"00792D38"
0;"007C839B";"マリンちゃんリーチ＋滑り";;"00792D64"
0;"007C83B4";"マリンちゃんリーチ＋戻り";;"00792D90"
0;"007C83CD";"マリンちゃんリーチ＋引き戻り";;"00792DBC"
0;"007C83B4";"マリンちゃんリーチ＋戻り";;"00792DE8"
0;"007C83CD";"マリンちゃんリーチ＋引き戻り";;"00792E14"
0;"007C83B4";"マリンちゃんリーチ＋戻り";;"00792E40"
0;"007C83CD";"マリンちゃんリーチ＋引き戻り";;"00792E6C"
0;"007C83EA";"マリンちゃんリーチ＋２段階（前→後）";;"00792E98"
0;"007C840F";"マリンちゃんリーチ＋２段階（後→前）";;"00792EC4"
0;"007C8434";"マリンちゃんリーチ＋２段階（④→３）";;"00792EF0"
0;"007C8459";"マリンちゃんリーチ＋２段階（④→５）";;"00792F1C"
0;"007C847E";"マリンちゃんリーチ＋滑り＋２段階（前→後）";;"00792F48"
0;"007C84A9";"マリンちゃんリーチ＋滑り＋２段階（後→前）";;"00792F74"
0;"007C84D4";"マリンちゃんリーチ＋滑り＋２段階（④→３）";;"00792FA0"
0;"007C84FF";"マリンちゃんリーチ＋滑り＋２段階（④→５）";;"00792FCC"
0;"007C852A";"マリンちゃんリーチ＋戻り＋２段階（前→後）";;"00792FF8"
0;"007C8555";"マリンちゃんリーチ＋戻り＋２段階（後→前）";;"00793024"
0;"007C8580";"マリンちゃんリーチ＋戻り＋２段階（④→３）";;"00793050"
0;"007C85AB";"マリンちゃんリーチ＋戻り＋２段階（④→５）";;"0079307C"
0;"007C85D6";"マリンちゃんリーチ＋引き戻り＋２段階（前→後）";;"007930A8"
0;"007C8605";"マリンちゃんリーチ＋引き戻り＋２段階（後→前）";;"007930D4"
0;"007C8634";"マリンちゃんリーチ＋引き戻り＋２段階（④→３）";;"00793100"
0;"007C8663";"マリンちゃんリーチ＋引き戻り＋２段階（④→５）";;"0079312C"
0;"007C8692";"ポージングリーチ（前大当り）最短";;"00793158"
0;"007C86B3";"ポージングリーチ（前大当り）最長";;"00793184"
0;"007C86D4";"ポージングリーチ（後大当り）最短";;"007931B0"
0;"007C86F5";"ポージングリーチ（後大当り）最長";;"007931DC"
0;"007C8716";"ポージングリーチ（１９Ｗ　１大当り）";;"00793208"
0;"007C873B";"ポージングリーチ＋滑り";;"00793234"
0;"007C873B";"ポージングリーチ＋滑り";;"00793260"
0;"007C873B";"ポージングリーチ＋滑り";;"0079328C"
0;"007C8752";"ポージングリーチ＋戻り";;"007932B8"
0;"007C8769";"ポージングリーチ＋引き戻り";;"007932E4"
0;"007C8752";"ポージングリーチ＋戻り";;"00793310"
0;"007C8769";"ポージングリーチ＋引き戻り";;"0079333C"
0;"007C8752";"ポージングリーチ＋戻り";;"00793368"
0;"007C8769";"ポージングリーチ＋引き戻り";;"00793394"
0;"007C8784";"枠外プレミアム";;"007933C0"
0;"007C8793";"枠外プレミアム＋波乗りサムプレミアム";;"007933EC"
0;"007C87B8";"プレミアムシャッフルリーチ";;"00793418"
0;"007C87D3";"プレミアムシャッフルリーチ＋波乗りサムプレミアム（１回）";;"00793444"
0;"007C880C";"プレミアムシャッフルリーチ（２回）";;"00793470"
0;"007C87D3";"プレミアムシャッフルリーチ＋波乗りサムプレミアム（１回）";;"0079349C"
0;"007C882F";"プレミアムシャッフルリーチ＋波乗りサムプレミアム（２回）";;"007934C8"
0;"007C7650";"はずれ変動（通常時）";;"007934F8"
0;"007C7650";"はずれ変動（通常時）";;"00793524"
0;"007C7650";"はずれ変動（通常時）";;"00793550"
0;"007C7650";"はずれ変動（通常時）";;"0079357C"
0;"007C7665";"はずれ変動（確変時）";;"007935A8"
0;"007C7665";"はずれ変動（確変時）";;"007935D4"
0;"007C7665";"はずれ変動（確変時）";;"00793600"
0;"007C7665";"はずれ変動（確変時）";;"0079362C"
0;"007C767A";"はずれ変動（時短時）";;"00793658"
0;"007C767A";"はずれ変動（時短時）";;"00793684"
0;"007C767A";"はずれ変動（時短時）";;"007936B0"
0;"007C767A";"はずれ変動（時短時）";;"007936DC"
0;"007C768F";"ノーマルリーチ（はずれ）最短";;"00793708"
0;"007C76AC";"ノーマルリーチ（はずれ）最長";;"00793734"
0;"007C76C9";"ノーマルリーチ（大当り）最短";;"00793760"
0;"007C76C9";"ノーマルリーチ（大当り）最短";;"0079378C"
0;"007C76E6";"ノーマルリーチ＋滑り（１図柄）";;"007937B8"
0;"007C7926";"ノーマルリーチ＋滑り（１９図柄）";;"007937E4"
0;"007C7947";"ノーマルリーチ＋昇格スクロール";;"00793810"
0;"007C7966";"ノーマルリーチ＋滑り（１図柄）＋昇格スクロール";;"0079383C"
0;"007C7CC6";"ノーマルリーチ＋滑り（１９図柄）＋昇格スクロール";;"00793868"
0;"007C8868";"女神像リーチ（前はずれ）最短";;"00793894"
0;"007C8885";"女神像リーチ（はずれ）最長";;"007938C0"
0;"007C88A0";"女神像リーチ（大当り）最短";;"007938EC"
0;"007C88BB";"女神像リーチ（大当り）最長";;"00793918"
0;"007C88D6";"女神像リーチ（後はずれ）最短";;"00793944"
0;"007C88F3";"女神像リーチ（後はずれ）最長";;"00793970"
0;"007C8910";"女神像リーチ＋滑り";;"0079399C"
0;"007C8923";"女神像リーチ＋戻り";;"007939C8"
0;"007C8936";"女神像リーチ＋引き戻り";;"007939F4"
0;"007C894D";"女神像リーチ＋昇格スクロール";;"00793A20"
0;"007C896A";"女神像リーチ＋滑り＋昇格スクロール";;"00793A4C"
0;"007C898D";"女神像リーチ＋戻り＋昇格スクロール";;"00793A78"
0;"007C89B0";"女神像リーチ＋引き戻り＋昇格スクロール";;"00793AA4"
0;"007C89D7";"マッスル女神像リーチ（大当り）最短";;"00793AD0"
0;"007C89FA";"マッスル女神像リーチ（大当り）最長";;"00793AFC"
0;"007C8A1D";"マッスル女神像リーチ＋滑り";;"00793B28"
0;"007C8A38";"マッスル女神像リーチ＋戻り";;"00793B54"
0;"007C8A53";"マッスル女神像リーチ＋引き戻り";;"00793B80"
0;"007C8A72";"マッスル女神像リーチ＋昇格スクロール";;"00793BAC"
0;"007C8A97";"マッスル女神像リーチ＋滑り＋昇格スクロール";;"00793BD8"
0;"007C8AC2";"マッスル女神像リーチ＋戻り＋昇格スクロール";;"00793C04"
0;"007C8AED";"マッスル女神像リーチ＋引き戻り＋昇格スクロール";;"00793C30"
0;"007C7FAB";"黒潮リーチ（前はずれ）最短";;"00793C5C"
