"file";"data_offset";"texture_name";"width";"height";"x_start";"y_start";"x_end";"y_end";"x_scrn_off";"y_scrn_off";"description"
"MAP\M_00_09.BIN";"007AFDD0";"03320";"16";"88";"0";"0";"16";"88";"0";"0"
"MAP\M_00_09.BIN";"007AFE30";"03320";"16";"88";"16";"0";"32";"88";"0";"0"
"MAP\M_00_09.BIN";"007AFE90";"03320";"16";"88";"32";"0";"48";"88";"0";"0"
"MAP\M_00_09.BIN";"007AFEF0";"03323";"640";"32";"0";"0";"640";"32";"0";"416"
"MAP\M_00_09.BIN";"007AFF50";"03306";"184";"32";"0";"0";"184";"32";"0";"0"
"MAP\M_00_09.BIN";"007AFFB0";"03306";"184";"32";"0";"32";"184";"64";"0";"0"
"MAP\M_00_09.BIN";"007B0010";"03306";"184";"32";"0";"64";"184";"96";"0";"0"
"MAP\M_00_09.BIN";"007B0070";"03307";"480";"32";"0";"0";"480";"32";"80";"56"
"MAP\M_00_09.BIN";"007B00D0";"03307";"480";"32";"0";"32";"480";"64";"80";"96"
"MAP\M_00_09.BIN";"007B0130";"03307";"480";"32";"0";"64";"480";"96";"80";"136"
"MAP\M_00_09.BIN";"007B0190";"03307";"480";"32";"0";"96";"480";"128";"80";"176"
"MAP\M_00_09.BIN";"007B01F0";"03307";"480";"32";"0";"128";"480";"160";"80";"216"
"MAP\M_00_09.BIN";"007B0550";"03309";"128";"256";"0";"0";"128";"256";"0";"0"
"MAP\M_00_09.BIN";"007B0790";"03320";"16";"88";"0";"0";"16";"88";"0";"0"
"MAP\M_00_09.BIN";"007B07F0";"03320";"16";"88";"16";"0";"32";"88";"0";"0"
"MAP\M_00_09.BIN";"007B0850";"03320";"16";"88";"32";"0";"48";"88";"0";"0"
"MAP\M_00_09.BIN";"007B0910";"03328";"256";"80";"0";"0";"256";"80";"384";"32"
"MAP\M_00_09.BIN";"007B0970";"03322";"160";"32";"0";"96";"160";"128";"384";"32"
"MAP\M_00_09.BIN";"007B09D0";"03322";"64";"32";"160";"96";"224";"128";"544";"32"
"MAP\M_00_09.BIN";"007B0A30";"03322";"48";"32";"224";"96";"272";"128";"544";"32"
"MAP\M_00_09.BIN";"007B0A90";"03320";"184";"32";"48";"32";"232";"64";"0";"0"
"MAP\M_00_09.BIN";"007B0AF0";"03322";"80";"32";"0";"32";"80";"64";"0";"0"
"MAP\M_00_09.BIN";"007B0B50";"03322";"80";"32";"80";"32";"160";"64";"0";"0"
"MAP\M_00_09.BIN";"007B0BB0";"03322";"112";"32";"160";"32";"272";"64";"0";"0"
"MAP\M_00_09.BIN";"007B0C10";"03322";"136";"32";"272";"32";"408";"64";"0";"0"
"MAP\M_00_09.BIN";"007B0C70";"03322";"56";"32";"408";"32";"464";"64";"0";"0"
"MAP\M_00_09.BIN";"007B0CD0";"03322";"136";"32";"0";"64";"136";"96";"0";"0"
"MAP\M_00_09.BIN";"007B0D30";"03322";"80";"32";"272";"64";"352";"96";"0";"0"
"MAP\M_00_09.BIN";"007B0D90";"03322";"112";"32";"352";"64";"464";"96";"0";"0"
"MAP\M_00_09.BIN";"007B0DF0";"03300";"16";"16";"0";"0";"16";"16";"0";"0"
"MAP\M_00_09.BIN";"007B0E50";"03300";"16";"16";"16";"0";"32";"16";"0";"0"
"MAP\M_00_09.BIN";"007B0EB0";"03300";"16";"16";"32";"0";"48";"16";"0";"0"
"MAP\M_00_09.BIN";"007B0F10";"03300";"16";"16";"0";"16";"16";"32";"0";"0"
"MAP\M_00_09.BIN";"007B0F70";"03300";"16";"16";"16";"16";"32";"32";"0";"0"
"MAP\M_00_09.BIN";"007B0FD0";"03300";"16";"16";"32";"16";"48";"32";"0";"0"
"MAP\M_00_09.BIN";"007B1030";"03300";"16";"16";"0";"32";"16";"48";"0";"0"
"MAP\M_00_09.BIN";"007B1090";"03300";"16";"16";"16";"32";"32";"48";"0";"0"
"MAP\M_00_09.BIN";"007B10F0";"03300";"16";"16";"32";"32";"48";"48";"0";"0"
"MAP\M_00_09.BIN";"007B1150";"03300";"192";"80";"48";"0";"240";"80";"448";"128"
"MAP\M_00_09.BIN";"007B11B0";"03300";"192";"58";"48";"80";"240";"138";"448";"216"
"MAP\M_00_09.BIN";"007B15D0";"03302";"144";"152";"0";"0";"144";"152";"528";"344"
"MAP\M_00_09.BIN";"007B1630";"03302";"112";"152";"144";"0";"256";"152";"528";"344"
"MAP\M_00_09.BIN";"007B1690";"03302";"144";"60";"0";"152";"144";"212";"480";"368"
"MAP\M_00_09.BIN";"007B16F0";"03302";"144";"60";"0";"212";"144";"272";"480";"368"
"MAP\M_00_09.BIN";"007B1750";"03302";"128";"40";"144";"152";"272";"192";"528";"344"
"MAP\M_00_09.BIN";"007B17B0";"03303";"153";"66";"0";"0";"153";"66";"0";"0"
"MAP\M_00_09.BIN";"007B1810";"03303";"99";"45";"0";"66";"99";"111";"0";"0"
